id,group
206,12
247,12
1169,12
1170,12
933,12
198,12
207,12
1168,12
1171,12
197,12
208,12
1167,12
1166,12
165,13
166,13
167,13
855,13
856,13
857,13
228,13
229,13
730,13
230,13
399,13
400,13
231,13
423,13
1018,13
424,13
711,13
431,13
1019,13
425,13
712,13
430,13
432,13
426,13
713,13
429,13
178,14
179,14
498,14
180,14
459,14
1030,14
1031,14
497,14
499,14
688,14
233,14
234,14
734,14
1048,14
460,14
1044,14
1032,14
500,14
687,14
235,14
1050,14
461,14
733,14
1049,14
1017,14
232,14
1042,14
236,14
501,14
716,14
462,14
463,14
732,14
1016,14
427,14
909,14
502,14
735,14
464,14
1046,14
1015,14
428,14
731,14
503,14
738,14
1045,14
736,14
747,14
504,14
737,14
748,14
739,14
751,14
505,14
749,14
1051,14
740,14
507,14
750,14
752,14
506,14
549,14
1047,14
741,14
191,15
192,15
193,15
1152,15
194,15
195,15
1115,15
1123,15
240,15
724,15
1116,15
1117,15
239,15
548,15
723,15
725,15
1090,15
1118,15
238,15
546,15
547,15
722,15
726,15
1089,15
1119,15
237,15
721,15
1088,15
1114,15
1120,15
1091,15
720,15
1087,15
1121,15
719,15
1086,15
1122,15
1085,15
1084,15
1083,15
196,16
241,16
242,16
1153,16
243,16
562,16
244,16
563,16
745,16
245,16
564,16
746,16
565,16
566,16
579,16
567,16
774,16
578,16
580,16
1154,16
568,16
581,16
927,16
1155,16
569,16
582,16
928,16
767,16
570,16
583,16
929,16
766,16
768,16
934,16
1156,16
584,16
769,16
935,16
770,16
936,16
771,16
772,16
773,16
212,17
213,17
248,17
249,17
250,17
214,18
215,18
216,18
217,18
287,18
615,18
218,18
288,18
614,18
219,18
289,18
613,18
220,18
612,18
715,18
221,18
702,18
611,18
222,18
703,18
360,18
223,18
801,18
704,18
359,18
361,18
610,18
224,18
807,18
800,18
806,18
705,18
358,18
362,18
225,18
707,18
708,18
808,18
363,18
805,18
706,18
357,18
226,18
709,18
810,18
809,18
804,18
356,18
227,18
803,18
833,18
834,18
802,18
835,18
836,18
251,19
252,19
1008,19
253,19
710,19
994,19
727,19
402,19
859,19
277,19
376,19
844,19
845,19
995,19
1009,19
728,19
403,19
1007,19
858,19
276,19
278,19
377,19
997,19
1005,19
846,19
996,19
729,19
283,19
279,19
998,19
1000,19
1001,19
1006,19
284,19
290,19
295,19
296,19
309,19
286,19
291,19
999,19
1002,19
285,19
864,19
865,19
310,19
292,19
434,19
1003,19
311,19
293,19
1004,19
294,19
254,20
255,20
256,20
257,20
258,20
259,20
465,20
466,20
260,20
467,20
261,20
433,20
468,20
1066,20
893,20
469,20
1065,20
894,20
1064,20
470,20
895,20
1067,20
471,20
280,20
1063,20
1068,20
472,20
755,20
896,20
1062,20
757,20
898,20
756,20
780,20
1061,20
897,20
781,20
1060,20
297,20
262,21
263,21
264,21
509,21
265,21
508,21
511,21
550,21
510,21
266,21
1052,21
512,21
553,21
758,21
267,21
551,21
1094,21
552,21
759,21
268,21
753,21
1095,21
269,21
760,21
1124,21
754,21
270,21
1125,21
761,21
744,21
271,21
762,21
743,21
272,21
763,21
742,21
273,21
764,21
274,21
765,21
275,21
577,21
921,21
922,21
281,22
282,22
554,22
555,22
556,22
557,22
513,22
514,22
515,22
784,22
516,22
1107,22
783,22
517,22
1106,22
782,22
518,22
303,22
302,22
304,22
519,22
301,22
305,22
941,22
520,22
300,22
306,22
942,22
521,22
299,22
307,22
943,22
315,22
298,22
308,22
314,22
316,22
313,22
473,22
317,22
944,22
312,22
945,22
946,22
947,22
948,22
791,22
790,22
789,22
788,22
787,22
786,22
785,22
318,23
319,23
405,23
406,23
866,23
404,23
328,23
850,23
867,23
329,23
407,23
849,23
851,23
868,23
330,23
340,23
848,23
852,23
869,23
331,23
341,23
349,23
853,23
847,23
334,23
332,23
342,23
975,23
350,23
333,23
335,23
343,23
974,23
351,23
976,23
443,23
344,23
973,23
352,23
346,23
345,23
977,23
353,23
448,23
449,23
347,23
444,23
964,23
447,23
450,23
348,23
445,23
968,23
965,23
967,23
446,23
972,23
969,23
966,23
320,24
321,24
435,24
322,24
436,24
323,24
437,24
324,24
438,24
325,24
439,24
522,24
949,24
326,24
440,24
526,24
527,24
327,24
523,24
950,24
951,24
441,24
525,24
528,24
524,24
442,24
952,24
529,24
336,24
530,24
337,24
953,24
338,24
954,24
339,24
531,24
956,24
955,24
532,24
958,24
957,24
533,24
959,24
961,24
960,24
962,24
963,24
354,25
355,25
364,26
365,26
366,26
381,26
589,26
380,26
588,26
379,26
587,26
378,26
586,26
985,26
585,26
811,26
819,26
645,27
646,27
647,27
652,28
653,28
654,28
655,28
656,29
657,29
658,29
659,29
660,29
661,29
662,29
663,29
664,29
823,29
824,29
825,29
826,29
827,29
828,29
982,29
981,29
980,29
979,29
978,29
775,30
776,30
777,30
778,30
779,30
917,31
918,31
1127,31
1128,31
919,31
1130,31
1126,31
1129,31
1139,31
920,31
1131,31
1132,31
1141,31
1133,31
1140,31
1134,31
1135,31
923,32
924,32
925,32
926,32
937,33
938,33
939,33
940,33
970,34
971,34
1020,35
1021,35
1033,36
1034,36
1037,37
1038,37
1053,38
1054,38
1055,38
1056,38
1057,38
1058,38
1059,38
1069,39
1070,39
1075,40
1076,40
1092,41
1093,41
1096,42
1097,42
1098,42
1099,42
1100,42
1101,42
1102,42
1103,42
1104,42
1105,42
1146,43
1147,43
1150,44
1151,44
1161,45
1162,45
1172,46
1173,46
